                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                 1.2617,                0.85392,                 1.2093,                0.66566,                0.58663,                0.61831,                0.29568,                 1.8896,                  1.336,                 1.6182,             0.00013625,             0.00013625,             0.00013625
                     92,                 1.2316,                0.81376,                 1.1891,                0.65098,                0.59485,                0.63034,                 0.2935,                 1.8957,                 1.3313,                 1.6145,             0.00012387,             0.00012387,             0.00012387
                     93,                 1.2123,                0.79724,                 1.1802,                0.62811,                0.61023,                 0.6214,                0.29167,                 1.9024,                 1.3315,                 1.6222,              0.0001115,              0.0001115,              0.0001115
                     94,                 1.2145,                0.80495,                 1.1853,                0.66254,                0.60388,                0.62927,                0.29318,                 1.8898,                 1.3299,                 1.6173,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                 1.2017,                0.78806,                 1.1779,                 0.6204,                0.61925,                0.63026,                0.29464,                 1.8859,                 1.3395,                  1.616,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                 1.2008,                0.78581,                 1.1762,                0.62481,                0.60475,                0.62491,                0.29377,                 1.8958,                 1.3422,                  1.624,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                 1.1978,                0.78178,                 1.1748,                0.65316,                0.58345,                0.62896,                0.29305,                 1.9029,                  1.338,                 1.6322,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                 1.1885,                0.77348,                 1.1684,                0.63266,                0.59753,                0.62117,                 0.2914,                 1.9078,                 1.3411,                 1.6355,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                 1.1829,                0.77594,                  1.172,                0.62878,                0.60102,                0.62326,                0.29252,                 1.9049,                 1.3435,                 1.6334,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                 1.1643,                0.75702,                 1.1578,                0.62511,                 0.6017,                0.62095,                0.29284,                 1.9052,                 1.3396,                 1.6322,             2.4875e-05,             2.4875e-05,             2.4875e-05
